260473428;tavonwulfe;2016-04-12 23:00:07;RT  Big Honor!  Mr. Donald Trump tweeted about Cool Cat.  Guess he heard of the #CoolCat2016 campaign.  #realDonaldTrump h…
1593930978;simplershadows;2016-04-12 23:00:07;RT  Donald Trump might not know what the word "winning" means...\n
873595333;Munchkinnnnn;2016-04-12 23:00:08;RT  Donald Trump rally vs. Bernie Sander rally 
4298945539;SEO__2016;2016-04-12 23:00:08;Donald Trump’s 2009 Multi-Level #Marketing #Scam Blasted by CBS 
23605079;jbsrq;2016-04-12 23:00:09;RT  “Cruz performs better w/ party insiders. Trump preforms better w/ voters."\nStephen Miller-  Advisor\n
516108777;EMOXREVIVAL;2016-04-12 23:00:09;RT  America  
16687237;VernaPolitics;2016-04-12 23:00:10;RT  Long Island is both hostile territory and fertile ground for Donald Trump  
2286062954;_xWarDude;2016-04-12 23:00:10;RT  Donald Trump rally vs. Bernie Sander rally 
993585120;AZConservative1;2016-04-12 23:00:10;RT  #NeverTrump\nDonald Trump’s Organizational Failure in Colorado Shows He’s Totally Unprepared to Be President\n
565417720;ameliagarnsey;2016-04-12 23:00:11;RT  Is it bad that I want Donald Trump to be US President simply because I want to see America rapidly plummet to their inevit…
4908349284;TerrellStratton;2016-04-12 23:00:11;RT  Donald Trump rally vs. Bernie Sander rally 
434406109;tntwalkers1;2016-04-12 23:00:11;RT  CLEAR CHOICE: Donald Trump is Self-Funded. Ted Cruz is a Bought Man. #NYPrimary #CTPrimary #DEPrimary #MDPrimary 
314024921;SalomnM;2016-04-12 23:00:11;RT  🚂🇺🇸Natl Security★Donald Trump★Mighty Military🇺🇸\n\nTed Cruz Cheater #CruzSexScandal Colorado\n\n🚂🇺🇸USA🇺🇸\n
4819579691;revitalizebyt;2016-04-12 23:00:11;RT  Young Donald Trump Vs. Young Ted Cruz. - I Believe Character Matters...Don't you?  #MakeAmericaGreatAgain #Trump2016\n
32226834;jakern41;2016-04-12 23:00:11;RT  During dispute about his father’s will, Trump cut off benefits for the medical care of his nephew’s ill young son 
1630896181;vicenews;2016-04-12 23:00:11;Donald Trump's spokeswoman, like her boss before her, is stirring up drama on reality TV  
2984517453;AtmaSinghKang;2016-04-12 23:00:12;RT  Trump has demonstrated real leadership in the private sector where people’s livelihoods depended on his vision 
118896408;StripWeave;2016-04-12 23:00:12;RT  The New York Observer newspaper, owned by  son-in-law, has endorsed Donald Trump 
700781136591585280;trumpyugebot;2016-04-12 23:00:12;Yuuuuuge wall.  We're not talking about a wall, we're talking about a waaaaallll\n 
263817790;Concuucon;2016-04-12 23:00:12;Are these the same #blacklivesmatter dissent and activist tha Bernie and Hillrary support? 
108989345;PuenteLibre;2016-04-12 23:00:12;"Soy el troll de Donald Trump": Vicente Fox\n 
22874578;krlosmc;2016-04-12 23:00:12;Los clientes de Amazon boicotean a Donald Trump - unocero 
346224056;rachbug_;2016-04-12 23:00:13;RT  Donald Trump has announced Parker Cannon as his running mate. Trump stated he loves Cannon's perspective on gender equa…
718116040782295040;StarBlazetweets;2016-04-12 23:00:13;"There's much more things going on than the last thing Donald Trump said." --  \n #lastday #KeepingIt100 #GoodbyeAJAM
118896408;StripWeave;2016-04-12 23:00:13;RT  The New York Observer newspaper, owned by  son-in-law, has endorsed Donald Trump 
1308443035;Bloviatorium;2016-04-12 23:00:13;My money is on #Donald Trump. And the reason is, can’t wait to see him horribly crushed in the November generals
1561037485;Conservelocity;2016-04-12 23:00:13;RT  We’ve now beaten Donald Trump in eleven elections in a row in four states:  #ChooseCruz
239025975;MTmarilyn2;2016-04-12 23:00:13;RT  We now have a good idea of how little cash Donald Trump has given away to charity,  writes: 
1581284996;kraffauf;2016-04-12 23:00:14;RT  BREAKING: Cruz Camp Caught Cheating in St. Louis County to Steal Delegates from Donald Trump  #Tr…
34781412;PacificStand;2016-04-12 23:00:14;Why Trump’s supporters believe in him, not what he stands for  
371812161;August41942;2016-04-12 23:00:14;RT  Black &amp; Latina players heckled with Donald Trump wall chant at HS girls soccer game:  
932662676;LUVofCountry;2016-04-12 23:00:15;RT  The Incredible Cluelessness of Donald Trump 
265066872;iowemysoul;2016-04-12 23:00:15;RT  Using the rules of bankruptcy to enrich Donald J. Trump: smart. Knowing rules in Colorado - cheating. Epic whiner.\n 
