2865775333,Donald Trump,Negative,Missouri,Mon Apr 25 19:37:31 +0000 2016
703756187511234560,Donald Trump,Neutral,Missouri,Mon Apr 25 19:37:31 +0000 2016
337741836,Donald Trump,Positive,Iowa,Mon Apr 25 19:37:31 +0000 2016
179936854,Donald Trump,Neutral,Giza Governorate,Mon Apr 25 19:37:32 +0000 2016
4317727033,Donald Trump,Negative,undefined,Mon Apr 25 19:37:33 +0000 2016
2528460738,Donald Trump,Negative,undefined,Mon Apr 25 19:37:33 +0000 2016
22677881,Donald Trump,Negative,undefined,Mon Apr 25 19:37:33 +0000 2016
401657173,Donald Trump,Positive,Missouri,Mon Apr 25 19:37:33 +0000 2016
3284780220,Donald Trump,Positive,California,Mon Apr 25 19:37:34 +0000 2016
329276061,Donald Trump,Negative,undefined,Mon Apr 25 19:37:34 +0000 2016
4778435357,Donald Trump,Positive,Santa Fe Province,Mon Apr 25 19:37:45 +0000 2016
435188926,Donald Trump,Neutral,Pennsylvania,Mon Apr 25 19:37:45 +0000 2016
4431979452,Donald Trump,Neutral,undefined,Mon Apr 25 19:37:46 +0000 2016
448160125,Donald Trump,Negative,Nevada,Mon Apr 25 19:37:46 +0000 2016
479862285,Donald Trump,Positive,Connecticut,Mon Apr 25 19:37:46 +0000 2016
4485831863,Donald Trump,Neutral,Florida,Mon Apr 25 19:37:46 +0000 2016
833446135,Donald Trump,Neutral,undefined,Mon Apr 25 19:37:46 +0000 2016
401657173,Donald Trump,Positive,Missouri,Mon Apr 25 19:37:46 +0000 2016
703296080419659776,Donald Trump,Neutral,Ontario,Mon Apr 25 19:37:46 +0000 2016
3050727029,Donald Trump,Negative,North Carolina,Mon Apr 25 19:37:47 +0000 2016
2619163263,Donald Trump,Negative,undefined,Mon Apr 25 19:37:47 +0000 2016
92422010,Donald Trump,Negative,Wisconsin,Mon Apr 25 19:37:47 +0000 2016
4778651062,Donald Trump,Positive,Aquitaine Limousin Poitou-Charentes,Mon Apr 25 19:37:47 +0000 2016
705452397292720128,Donald Trump,Neutral,undefined,Mon Apr 25 19:37:48 +0000 2016
2469718422,Donald Trump,Neutral,undefined,Mon Apr 25 19:37:48 +0000 2016
422852519,Donald Trump,Positive,Nord-Pas-de-Calais Picardie,Mon Apr 25 19:37:49 +0000 2016
283012338,Donald Trump,Negative,Virginia,Mon Apr 25 19:37:49 +0000 2016
4778643093,Donald Trump,Positive,Selangor,Mon Apr 25 19:37:49 +0000 2016
1346991799,Donald Trump,Positive,Florida,Mon Apr 25 19:37:49 +0000 2016
1267362949,Donald Trump,Positive,District of Columbia,Mon Apr 25 19:37:50 +0000 2016
90620291,Donald Trump,Positive,Tennessee,Mon Apr 25 19:37:50 +0000 2016
2926286928,Donald Trump,Positive,undefined,Mon Apr 25 19:37:50 +0000 2016
596843174,Donald Trump,Neutral,undefined,Mon Apr 25 19:37:51 +0000 2016
714878737381101568,Donald Trump,Neutral,Arizona,Mon Apr 25 19:37:51 +0000 2016
157953350,Donald Trump,Neutral,Kentucky,Mon Apr 25 19:37:51 +0000 2016
90324350,Donald Trump,Positive,undefined,Mon Apr 25 19:37:53 +0000 2016
3315522224,Donald Trump,Negative,Pennsylvania,Mon Apr 25 19:37:53 +0000 2016
1016296854,Donald Trump,Positive,undefined,Mon Apr 25 19:37:53 +0000 2016
24520600,Donald Trump,Negative,undefined,Mon Apr 25 19:37:53 +0000 2016
3192848121,Donald Trump,Negative,Missouri,Mon Apr 25 19:37:53 +0000 2016
60688805,Donald Trump,Negative,Pennsylvania,Mon Apr 25 19:37:53 +0000 2016
1284722630,Donald Trump,Negative,Cauca Department,Mon Apr 25 19:37:52 +0000 2016
721339836406317058,Donald Trump,Neutral,New York,Mon Apr 25 19:37:54 +0000 2016
86617755,Donald Trump,Negative,California,Mon Apr 25 19:37:54 +0000 2016
1679185794,Donald Trump,Positive,North Province,Mon Apr 25 19:37:55 +0000 2016
4292539453,Donald Trump,Neutral,Texas,Mon Apr 25 19:37:55 +0000 2016
2926286928,Donald Trump,Neutral,undefined,Mon Apr 25 19:37:55 +0000 2016
4167427523,Donald Trump,Positive,Florida,Mon Apr 25 19:37:55 +0000 2016
713823384229044224,Donald Trump,Positive,Pennsylvania,Mon Apr 25 19:37:56 +0000 2016
4025847614,Donald Trump,Neutral,District of Columbia,Mon Apr 25 19:37:56 +0000 2016
4778719702,Donald Trump,Positive,Oregon,Mon Apr 25 19:37:56 +0000 2016
2906473932,Donald Trump,Negative,Alaska,Mon Apr 25 19:37:56 +0000 2016
4757535874,Donald Trump,Positive,Maryland,Mon Apr 25 19:37:56 +0000 2016
24012890,Donald Trump,Negative,Nebraska,Mon Apr 25 19:37:56 +0000 2016
721245691964567552,Donald Trump,Negative,Washington,Mon Apr 25 19:37:57 +0000 2016
1666504591,Donald Trump,Negative,Idaho,Mon Apr 25 19:37:57 +0000 2016
1581331764,Donald Trump,Negative,undefined,Mon Apr 25 19:37:57 +0000 2016
1360427264,Donald Trump,Neutral,Florida,Mon Apr 25 19:37:58 +0000 2016
3369055103,Donald Trump,Neutral,undefined,Mon Apr 25 19:37:58 +0000 2016
1198891843,Donald Trump,Negative,Illinois,Mon Apr 25 19:37:59 +0000 2016
465906871,Donald Trump,Negative,Washington,Mon Apr 25 19:37:59 +0000 2016
3951200003,Donald Trump,Neutral,Kentucky,Mon Apr 25 19:37:59 +0000 2016
3130914869,Donald Trump,Neutral,Massachusetts,Mon Apr 25 19:38:00 +0000 2016
1658893915,Donald Trump,Neutral,California,Mon Apr 25 19:38:00 +0000 2016
4775253801,Donald Trump,Positive,West Java,Mon Apr 25 19:38:01 +0000 2016
312203213,Donald Trump,Neutral,Wisconsin,Mon Apr 25 19:38:01 +0000 2016
104618129,Donald Trump,Neutral,Oklahoma,Mon Apr 25 19:38:01 +0000 2016
700760229051379713,Donald Trump,Positive,Kentucky,Mon Apr 25 19:38:01 +0000 2016
1002252854,Donald Trump,Positive,Illinois,Mon Apr 25 19:38:02 +0000 2016
2920659436,Donald Trump,Positive,Connecticut,Mon Apr 25 19:38:02 +0000 2016
399805156,Donald Trump,Neutral,Pennsylvania,Mon Apr 25 19:38:03 +0000 2016
816025764,Donald Trump,Neutral,Kentucky,Mon Apr 25 19:38:03 +0000 2016
478311835,Donald Trump,Neutral,California,Mon Apr 25 19:38:03 +0000 2016
3711377115,Donald Trump,Positive,New York,Mon Apr 25 19:38:04 +0000 2016
3308781515,Donald Trump,Negative,undefined,Mon Apr 25 19:38:05 +0000 2016
4114437539,Donald Trump,Positive,Missouri,Mon Apr 25 19:38:05 +0000 2016
4778764960,Donald Trump,Positive,undefined,Mon Apr 25 19:38:06 +0000 2016
69800408,Donald Trump,Neutral,Shanghai Shi,Mon Apr 25 19:38:05 +0000 2016
186198428,Donald Trump,Positive,Washington,Mon Apr 25 19:38:06 +0000 2016
373161024,Donald Trump,Neutral,Indiana,Mon Apr 25 19:38:06 +0000 2016
3155037767,Donald Trump,Positive,Michigan,Mon Apr 25 19:38:06 +0000 2016
3909983892,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:06 +0000 2016
711355959608614912,Donald Trump,Neutral,Kentucky,Mon Apr 25 19:38:06 +0000 2016
20428579,Donald Trump,Negative,Illinois,Mon Apr 25 19:38:07 +0000 2016
71625602,Donald Trump,Neutral,undefined,Mon Apr 25 19:38:07 +0000 2016
400142857,Donald Trump,Neutral,New Hampshire,Mon Apr 25 19:38:07 +0000 2016
3885934632,Donald Trump,Positive,Kentucky,Mon Apr 25 19:38:08 +0000 2016
712690051201695744,Donald Trump,Negative,New Mexico,Mon Apr 25 19:38:08 +0000 2016
19048952,Donald Trump,Negative,Texas,Mon Apr 25 19:38:08 +0000 2016
1355490390,Donald Trump,Positive,Missouri,Mon Apr 25 19:38:08 +0000 2016
1956515965,Donald Trump,Neutral,Florida,Mon Apr 25 19:38:08 +0000 2016
715259009561808896,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:09 +0000 2016
3086892320,Donald Trump,Neutral,Hawaii,Mon Apr 25 19:38:09 +0000 2016
996172243,Donald Trump,Negative,Texas,Mon Apr 25 19:38:09 +0000 2016
715259009561808896,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:10 +0000 2016
1541586547,Donald Trump,Positive,undefined,Mon Apr 25 19:38:10 +0000 2016
1640975034,Donald Trump,Neutral,North Carolina,Mon Apr 25 19:38:10 +0000 2016
715259009561808896,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:10 +0000 2016
715259009561808896,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:11 +0000 2016
127886719,Donald Trump,Positive,Washington,Mon Apr 25 19:38:11 +0000 2016
2255091123,Donald Trump,Positive,England,Mon Apr 25 19:38:12 +0000 2016
715259009561808896,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:12 +0000 2016
29544925,Donald Trump,Negative,undefined,Mon Apr 25 19:38:12 +0000 2016
4827703081,Donald Trump,Neutral,Vermont,Mon Apr 25 19:38:12 +0000 2016
2422633351,Donald Trump,Neutral,Georgia,Mon Apr 25 19:38:12 +0000 2016
1618641848,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:13 +0000 2016
12912542,Donald Trump,Neutral,England,Mon Apr 25 19:38:13 +0000 2016
715259009561808896,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:13 +0000 2016
718476785537523712,Donald Trump,Positive,Illinois,Mon Apr 25 19:38:13 +0000 2016
3690259413,Donald Trump,Neutral,East Falkland,Mon Apr 25 19:38:13 +0000 2016
67000962,Donald Trump,Neutral,England,Mon Apr 25 19:38:13 +0000 2016
4480906040,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:13 +0000 2016
711539435540590595,Donald Trump,Negative,Texas,Mon Apr 25 19:38:13 +0000 2016
606430813,Donald Trump,Neutral,undefined,Mon Apr 25 19:38:15 +0000 2016
2906473932,Donald Trump,Neutral,Alaska,Mon Apr 25 19:38:15 +0000 2016
983092278,Donald Trump,Negative,Abruzzo,Mon Apr 25 19:38:15 +0000 2016
711667371782459392,Donald Trump,Neutral,Texas,Mon Apr 25 19:38:16 +0000 2016
27059390,Donald Trump,Negative,Massachusetts,Mon Apr 25 19:38:16 +0000 2016
2905249815,Donald Trump,Negative,Minnesota,Mon Apr 25 19:38:16 +0000 2016
711902195914899456,Donald Trump,Negative,Minnesota,Mon Apr 25 19:38:16 +0000 2016
4114437539,Donald Trump,Neutral,Missouri,Mon Apr 25 19:38:16 +0000 2016
711474191808106496,Donald Trump,Negative,Minnesota,Mon Apr 25 19:38:16 +0000 2016
705710387581181952,Donald Trump,Negative,Minnesota,Mon Apr 25 19:38:16 +0000 2016
706805494908743680,Donald Trump,Negative,Minnesota,Mon Apr 25 19:38:16 +0000 2016
21431335,Donald Trump,Positive,Iowa,Mon Apr 25 19:38:16 +0000 2016
628979942,Donald Trump,Neutral,California,Mon Apr 25 19:38:16 +0000 2016
